Lake,Age,Asteraceae,Betulaceae,Brassicaceae,Caryophyllaceae,Chenopodiaceae,Cyperaceae,Dryopteridaceae,Ericaceae,Fabaceae,Lentibulariaceae,Onagraceae,Orchidaceae,Orobanchaceae,Papaveraceae,Pinaceae,Plantaginaceae,Poaceae,Polygonaceae,Ranunculaceae,Rosaceae,Salicaceae,Saxifragaceae,Lycopodiaceae,Apiaceae,Equisetaceae,Athyriaceae,Grossulariaceae,Polygalaceae
Lama,13.959,0.260030184,2.287178673,1.138363649,0.359945318,0,3.218605118,0,0.204846929,14.22473798,0,0,0,1.051826273,15.78324687,0.008779154,0.24205382,3.220277338,0.435613266,0.095734585,34.82815851,20.42992772,1.067712361,0.005016659,0.143810905,0.088627651,0,0,0
Lama,14.32,0.21585229,0.237478323,0.442585603,0.106361998,0,1.63446564,0,0.030330851,3.436363018,0,0,0,0.678431773,1.352783162,0.120099289,0.090720528,1.808425992,4.209187664,0.100921487,61.59855826,22.23360196,1.180726988,0.000136013,0.073990955,0.008024754,0,0,0
Lama,14.667,0.109665991,0.211493465,0.098970444,0.083586437,0,0.491921931,0,0.033038986,1.053291665,0,0,0,0.144170121,0.362183474,0.002417487,0.028423784,0.227829815,0.218526154,0.034870415,89.46620427,5.210489841,1.974500642,0.000219772,0.030694756,0.007179203,0,0,0
Lama,15.125,0.579442202,1.125515749,0.450025928,0.423421189,0,2.27493067,0,0.176312764,4.356864248,0,0,0,0.645277659,1.2026244,0.104615246,0.203368431,0.999706897,1.408247469,0.134827407,53.62207742,29.38335626,1.520979415,0.001352783,0.123554213,0.022546389,0,0,0
Lama,15.596,0.549611751,0.815616015,0.420933218,0.126928505,0,2.224079768,0,0.13145799,3.803222728,0,0,0,1.02922238,2.772044434,0.008647197,0.132796246,1.459626338,1.577804703,0.341461356,50.20254001,31.79090665,1.893839181,0,0.097795685,0.023882736,0,0,0
Lama,16.079,0.430027218,0.735603177,0.246188115,0.055275113,0,1.194584026,0,0.112030809,2.81368421,0,0,0,0.692584005,1.035997095,0.056673442,0.098705559,0.547404578,0.983600894,0.076496808,67.39015099,21.73430602,1.101883055,8.23E-05,0.077895137,0.032901853,0,0,0
Lama,16.535,0.667805129,1.405921192,0.466392563,0.107697709,0,2.378175644,0,0.223428119,5.269155019,0,0,0,1.003790245,1.855653336,0.01299116,0.179099504,1.108810387,1.246556351,0.151827985,51.8036887,29.29665264,1.77245041,9.92E-05,0.138737656,0.029651579,0,0,0
Lama,16.946,0.678441494,1.312708095,0.32716428,0.059607171,0,1.445618584,0,0.206599613,4.449511376,0,0,0,1.263324807,2.759484099,0.012538725,0.214122849,0.737084148,1.095691694,0.145063407,50.46798381,32.13887506,1.774904802,0.000192903,0.093365278,0.073689124,0,0,0
Lama,17.212,0.604840772,0.980401494,0.349281701,0.071429554,0,1.34382801,0,0.168150461,4.310218024,0,0,0,1.164319368,2.018969573,0.028324905,0.306318147,1.018250339,1.420795559,0.122435547,47.04801936,36.35058824,1.820659967,0.000105822,0.102258902,0.031605373,0,0,0
Lama,18.408,0.662410761,1.027819238,0.294556637,0.405042349,0,1.182722221,0,0.195040371,4.485209229,0,0,0,1.256019709,2.118362136,0.019960798,0.275494974,0.840439497,1.566365157,0.159290762,47.40121203,35.21016382,2.062903487,0,0.096459206,0.041755831,0,0,0
Lama,18.716,0.580430153,1.178590772,0.327528444,2.561390633,0,1.601740232,0,0.201121695,4.155632907,0,0,0,0.933275232,1.638171486,0.006527634,0.206943638,0.78305144,1.262303267,0.157898172,49.36928942,31.73753266,2.398729052,0,0.111057988,0.027610127,0,0,0
Lama,19.192,0.5957284,1.260463463,0.402072995,0.496061816,0,2.159035025,0,0.147796547,4.796923875,0,0,0,1.165950541,2.340548751,0.026030361,0.253927047,1.247797683,1.244915126,0.226848483,50.21815714,30.7149527,1.682277604,8.74E-05,0.143865788,0.036774436,0,0,0
Lama,19.59,0.623062159,0.995127713,0.404252178,1.482553275,0,2.331512378,0,0.194694621,4.375609036,0,0,0,0.999557065,2.452384468,0.010925735,0.220581722,1.535705497,1.20409469,0.196466362,47.9731286,32.32413012,1.817018554,0.00019686,0.116836458,0.038190856,0,0,0
Lama,20.053,0.588651105,0.970313694,0.345101695,0.832821947,0,1.026501469,0,0.158413278,4.529874031,0,0,0,1.229347108,2.116544322,0.004350021,0.268976321,0.882173975,1.422301627,0.15504719,46.31659352,36.42096814,1.818464287,5.18E-05,0.0697557,0.025116195,0,0,0
Lama,20.62,0.536301663,1.257791181,0.306009159,4.062819684,0,0.971561519,0,0.194837292,3.969911502,0,0,0,1.103585043,2.104871265,0.007024494,0.193284509,0.866933524,1.509120197,0.08636431,43.08414494,37.13669038,1.69349469,0,0.070910423,0.047581707,0,0,0
Lama,21.057,0.568043419,1.174354454,0.358385731,5.277945707,0,0.902070862,0,0.206740121,4.187047226,0,0,0,1.391747086,2.283708241,0.037996215,0.36361021,1.178968281,1.66070601,0.101164923,42.45731023,35.05809011,1.702298296,6.79E-05,0.075721029,0.036639208,0,0,0
Lama,21.74,0.660213487,1.164118673,0.345327894,0.08609562,0,1.746997368,0,0.187759043,4.633280558,0,0,0,1.276622833,2.430468017,0.007626332,0.291754485,1.437280034,1.245928421,0.166014542,47.71752065,33.89766092,1.795906739,6.30E-05,0.09712544,0.060317356,0,0,0
Lama,22.505,0.811755233,1.260428254,0.310070209,0.627713561,0,0.828759083,0,0.268775144,5.175243252,0,0,0,1.582572625,1.944583166,0.006287138,0.217334925,0.936426319,1.653517261,0.105666783,45.62683122,35.85218939,1.784761264,0.000428668,0.050654327,0.132887232,0,0,0
Lama,22.974,0.544581472,1.169270293,0.41340672,4.028261147,0,0.80507473,0,0.230875814,3.982721233,0,0,0,1.251605138,1.923855119,0.007919985,0.228235819,0.873838351,1.612129457,0.1855834,44.67725442,35.84601734,1.383728638,8.25E-05,0.044797415,0.041002423,0,0,0
Btoko,1.43,0.453455645,17.29386011,0.109454811,0.083394142,0,2.220369019,0,3.148128844,0.370061503,0.422182842,0.833941416,0,0.265818826,0.166788283,9.944751381,0.093818409,1.412488273,1.073699573,0.97466903,10.75784426,45.56968623,0.693213802,0,0,0,0.562910456,0.995517565,0
Btoko,2.95,0.688041833,25.62267786,0.261455897,0.151369203,0,2.132929682,0,3.467730838,0.591715976,1.499931196,0.66052016,0,0.068804183,0.137608367,7.995046099,0.33026008,2.820971515,1.307279483,1.417366176,8.187697812,34.73235173,0.646759323,0,0,0,1.100866933,0.921976056,0
Btoko,5.63,0.333111259,26.14447511,0.323593795,0.085657181,0,1.227752927,0,1.67507376,0.399733511,1.0469211,0.199866755,0,0.085657181,0.114209575,14.44751118,0.751879699,1.180165604,0.390216046,0.532978015,5.710478728,39.15484915,0.285523936,0,0,0,1.018368707,0.647187589,0
Btoko,7.72,0.061745024,76.78801547,0.032034606,0.02052567,0,1.025947471,0,0.006300513,0.049452023,0.006216506,0.017977463,0,0.011508936,0.002128173,0.001708139,0.011928971,1.964191807,0.083222771,0.580739249,1.876320657,0.173698132,0.051720208,0,0,0,0.04105134,0.001652134,0
Btoko,9.38,0.201295291,24.68930509,0.065639769,0.048135831,0,0.551374059,0,1.317171364,0.363206722,0.336950814,0.074391738,0,0.083143707,0.096271661,2.857517942,0.157535445,0.656397689,0.245055137,0.249431122,10.3404516,51.05898827,0.227551199,0,0,0,2.43742342,0.953964642,0
Btoko,10.17,0.361289526,23.75864625,0.111166008,0.061758893,0,0.521862648,0,2.102890316,1.14562747,0.293354743,0.13895751,0,0.243947628,0.348937747,3.486289526,0.108078063,1.009757905,0.379817194,0.089550395,9.038414032,50.4631917,0.478631423,0,0,0,1.65513834,1.068428854,0
Btoko,10.8,0.783475783,17.45014245,0.56980057,0.925925926,0,0.854700855,0,2.492877493,2.564102564,10.04273504,0.284900285,0,0.712250712,0.498575499,2.421652422,0.356125356,4.202279202,0.854700855,0.498575499,11.53846154,24.64387464,1.353276353,0,0,0,0.071225071,1.424501425,0
Btoko,11.58,2.681992337,1.53256705,1.53256705,1.53256705,0,1.53256705,0,0,8.429118774,10.53639847,0,0,0.383141762,0.574712644,11.11111111,0.957854406,24.32950192,0.191570881,0.191570881,2.298850575,1.915708812,0.383141762,0,0,0,0,0,0
Btoko,12.33,0.974858902,0.974858902,1.847101077,1.590559261,0,1.847101077,0,0.15392509,21.0877373,15.54643407,0,0,1.744484351,4.87429451,1.898409441,0.769625449,8.158029759,0.615700359,0.359158543,10.10774756,11.39045664,1.436634171,0,0,0,0.513083633,0,0
Btoko,13.32,0.966548181,2.607488922,1.380435312,0.287286361,0,1.587378877,0,0.922724838,23.06812095,0.338413595,0.116862249,0,5.190631543,7.574134489,0.484491406,0.27024395,5.331840093,0.708477382,0.226420607,18.26216098,25.66830598,2.227686614,0,0,0,0,0.13390466,0
Btoko,14.2,0.832234674,3.485497693,1.590309822,0.543836519,0,1.631509558,0,1.013513514,21.41562294,0.321357943,0.082399473,0,1.203032301,7.473632169,0.552076467,0.27191826,5.471324984,1.211272248,0.263678312,17.71588662,27.77686223,2.307185234,0,0,0,0.008239947,0.140079103,0
Btoko,15.12,1.020293032,5.219129285,1.06381264,0.199867829,0,1.850389259,0,1.665027965,16.9629761,0.111216776,0.14506536,0,1.208878,6.513434664,0.312696443,0.130558824,4.184329717,1.108944085,0.278847859,20.29464386,32.93950774,2.554762173,0,0,0,0.017730211,0.219209877,0
Btoko,16.03,0.893577852,4.959286271,1.118742477,0.263400127,0,1.632797564,0,1.35240388,15.25596545,0.063725837,0.19825816,0,1.312752248,5.137718615,0.327125965,0.104793599,4.215818169,1.159810239,0.209587198,23.11548538,33.94746159,2.718969058,0,0,0,0.031154854,0.189761382,0
Btoko,16.91,0.944831246,4.169413581,0.530301812,0.095512212,0,1.738515219,0,2.443118779,8.661381872,0.092617903,0.312263832,0,1.460661511,3.450016883,0.213857311,0.213535721,2.036950684,1.177983953,0.193597144,25.47796305,43.23744593,2.11477545,0,0,0,0.014793137,0.166261999,0
Btoko,17.91,0.746093941,3.430016096,0.63716325,0.101126701,0,1.368299543,0,1.886289365,9.331458208,0.039507698,0.280781049,0,1.012405092,3.536182873,0.478482124,0.154453965,1.72712049,1.156778903,0.161119873,25.73316858,44.30617653,2.596940186,0,0,0,0.019022225,0.164534118,0
Btoko,19.32,0.755603148,3.517344135,0.571295693,0.143254548,0,1.731973324,0,2.048626163,9.275947303,0.017224996,0.349093248,0,0.999911004,3.237725037,0.292537845,0.115120388,1.696375,1.151203884,0.160766627,26.33156394,44.02019918,2.069583241,0,0,0,0.022105411,0.174546624,0
Btoko,20.5,0.799007289,3.163563145,0.456241123,0.102392808,0,1.621583655,0,2.236720933,8.165982487,0.015452573,0.389279973,0,1.071690574,2.790360092,0.336834876,0.11925016,1.544008616,1.192657686,0.17153917,24.41974808,47.99678462,2.001186258,0,0,0,0.01420388,0.160300935,0
Btoko,22.78,1.000762897,3.379823827,0.406963358,0.070292285,0,1.250572427,0,2.592326603,5.510193398,0.011080056,0.455654615,0,1.259365316,3.177892339,0.181550283,0.281524921,1.595833086,1.369403491,0.210622725,23.38725458,50.0221347,2.557663308,0,0,0,0.017941559,0.19024152,0
Btoko,24.19,1.070629935,3.134775017,0.305663007,0.076158212,0,1.178134425,0,2.820355655,5.442773542,0.007946944,0.61934654,0,1.375483531,2.422346217,0.165193416,0.306840332,1.325373635,1.39822062,0.147680707,22.04989945,52.65431604,2.295636613,0,0,0,0.021927678,0.173361108,0
Btoko,25.41,1.136817229,3.263607838,0.484545048,0.106266835,0,1.337984049,0,2.654423952,6.087080649,0.015596376,0.50727875,0,1.365211622,3.171747825,0.151469892,0.410131829,1.529766609,1.453502973,0.202885065,21.34826708,50.27135051,2.834839661,0,0,0,0.006872979,0.17010624,0
Btoko,27.32,1.214334437,3.431069974,0.484781038,0.083516533,0,1.70164935,0,2.802162105,6.272760536,0.024933334,0.538803261,0,1.689385393,3.23312363,0.157809759,0.424576159,1.687054228,1.621376178,0.206561521,22.154686,48.11788805,2.581512237,0,0,0,0.010135502,0.192169109,0
Btoko,28.16,1.147009871,2.994963058,0.528962741,0.095401518,0,1.484782813,0,2.573907169,5.87892516,0.039191975,0.446840083,0,1.750875696,3.737290004,0.131112627,0.602189852,1.970299187,1.666045697,0.266221803,20.00118607,49.03870079,3.764363408,0,0,0,0.00528576,0.136656228,0
Btoko,29.02,1.099234925,3.52888975,0.455911602,0.096875235,0,1.304466905,0,2.86750697,6.541948771,0.021049434,0.812675586,0,1.58899306,2.528324046,0.124622216,0.365135918,1.317503202,1.410551268,0.175451815,20.58778152,51.60137156,2.215931312,0,0,0,0.007056344,0.184780542,0
Btoko,29.72,1.378282332,4.087590058,0.371394521,0.088122936,0,1.169001609,0,2.230257402,5.2670332,0.014942194,0.595617437,0,1.749406813,2.659350393,0.375895181,0.521446548,1.34686772,1.464064925,0.222242625,18.83967566,53.03416542,3.063959789,0,0,0,0.118277363,0.183896996,0
Btoko,31.24,1.155863326,1.845762447,0.399980953,0.114552368,0,1.218173284,0,1.63189508,3.985796595,0.024216534,0.354949084,0,1.281027434,2.368186549,0.069520499,0.490588884,1.298169475,1.684953778,0.159720285,29.47097757,45.47130409,4.692157516,0,0,0,0.001904671,0.096321944,0
Btoko,32.76,1.207177579,2.679898244,0.336186662,0.091392878,0,1.195183763,0,3.008768679,5.036803024,0.021229054,0.70199805,0,1.517817413,2.324641415,0.080118691,0.376605822,1.530290982,1.425704907,0.143326101,22.29878275,51.8271979,2.649074137,0,0,0,0.010554558,0.229681576,0
Btoko,33.65,0.753732142,1.727123812,0.417212496,0.063898113,0,0.910118477,0,1.677598868,3.156629273,0.011951603,0.392918714,0,0.971126333,1.740559601,0.079677354,0.340737859,1.031977959,1.010105744,0.097721931,12.87703207,69.6404286,1.87413634,0,0,0,0.001952876,0.112641906,0
Ulu,2.74,1.616315478,11.72886519,0.135398155,0,0,5.915206905,0,14.07294576,1.040873318,0,0.541592621,0,0.550055006,1.066260472,7.421511382,3.0972328,3.604975882,0.57544216,3.698062114,8.216975544,22.81458915,1.13395955,0,0.033849539,0,0,1.396293476,0.025387154
Ulu,7.48,2.178867718,14.94210958,0.209681831,0,0,1.09399216,0,11.04932081,2.94466223,0,0.647278695,0,0.355547452,2.789680007,8.01349257,2.115051509,2.26091713,0.182332027,1.522472422,9.335399763,24.93390464,0.54699608,0,0.13674902,0,0,1.486006017,0.109399216
Ulu,12.16,2.382457027,20.91759353,0.208543984,0,0,0.752022245,0,8.20273003,1.750505561,0,0.594034378,0,0.4739636,2.306622851,5.182002022,1.807381193,2.003286148,0.208543984,0.594034378,6.186804853,32.62133468,0.638270981,0,0.417087968,0,0,1.036400404,0.132709808
Ulu,17.59,3.009766793,11.52581224,0.338847917,0,0,1.838748256,0,7.130755432,2.461630456,0,0.538170221,0,0.418576839,6.67729719,5.655770381,1.838748256,3.762208491,0.338847917,0.413593781,6.418178194,34.68208092,0.558102452,0,0.423559896,0,0,0.882001196,0.219254535
Ulu,18.56,4.90625228,1.156343474,0.45232363,0,0,4.300722259,0,0.550813453,5.584737725,0,0.306412782,0,1.820237835,4.639964981,3.177208725,1.634201503,6.613409207,2.49872328,1.907784344,10.31954476,42.64974101,1.130809076,0,0.642007733,0,0,0.021886627,0.448675859
Ulu,20,8.917050691,0.541474654,0.973502304,0,0,2.511520737,0,0.420506912,5.650921659,0,0.576036866,0,1.370967742,16.30760369,0.3859447,1.347926267,14.21082949,1.33640553,2.332949309,9.326036866,16.22695853,1.031105991,0,0.737327189,0,0,0.115207373,1.267281106
Ulu,23.56,8.066321745,0.290460198,0.847175577,0,0,3.201113431,0,0.117999455,3.869777011,0,0.081691931,0,1.080148861,15.29151917,0.287434571,1.12250764,17.77253336,2.166348976,1.216302079,15.07064839,21.55456718,1.872863151,0,0.475023449,0,0,0.003025627,1.195122689
Ulu,24.1,5.093206434,1.517694893,0.75354596,0,0,2.017504354,0,0.947338916,6.268246825,0,0.928337548,0,0.513666813,13.25361157,0.205235769,0.1888589,7.700278092,0.829341471,0.256885896,22.87428758,31.60179432,2.597728444,0,0.445324876,0,0,0.067922017,0.052070047
Ulu,25.87,3.456788282,1.800923302,0.853382954,0,0,2.856604815,0,1.159720772,6.602018138,0,0.76556487,0,0.40571582,9.94078339,0.302422362,0.117463679,8.199151278,0.71335879,0.241080218,25.05500283,33.00859909,2.271523821,0,0.430700158,0,0,0.10459861,0.121192685
Ulu,27.7,3.150763266,1.349594455,0.705440689,0,0,2.476094254,0,0.948280504,6.385635781,0,0.893147917,0,0.365926522,5.786357377,0.406698994,0.117958094,7.668814701,1.109062515,0.202836636,25.20431111,39.06515646,2.140170116,0,0.439009255,0,0,0.070005565,0.126163875
Ulu,29.1,4.047492434,2.165585389,0.966478772,0,0,2.543436433,0,1.090237559,6.461175515,0,0.668297447,0,0.327187292,8.264959827,0.39873534,0.103647984,8.741624527,0.791669487,0.246163961,24.07301768,34.72014078,2.173513686,0,0.562328986,0,0,0.117377474,0.175389405
Ulu,30.33,2.192151556,0.574050883,0.392170047,0,0,2.319400903,0,0.420578421,5.139730541,0,0.889568747,0,0.326444162,4.922213164,0.159355853,0.173139798,2.198707335,1.354524748,0.21734928,30.95554678,43.53154758,2.566839526,0,0.241219039,0,0,0.04488187,0.033451281
Ulu,31.27,5.063552178,1.130033246,0.870585416,0,0,2.215478251,0,0.711739805,6.405379571,0,0.525862573,0,0.309052249,9.163719663,0.233809591,0.079422805,9.043610087,0.813456731,0.518616984,22.98802527,34.4619732,3.067113664,0,0.679970683,0,0,0.052948537,0.21959709
Ulu,34.43,2.440600564,1.446840288,0.900415742,0,0,1.876225147,0,1.201272358,6.904623427,0,0.595250917,0,0.371942069,7.790678471,0.285059848,0.091908465,10.59460469,0.76183501,0.190997279,25.0967552,35.50323475,1.609834206,0,0.588070568,0,0,0.082574011,0.140734837
Ulu,36.52,4.739414062,0.308634759,1.225186467,0,0,1.886880685,0,0.268886343,7.397881643,0,0.187051369,0,0.395146017,23.8911361,0.112230821,0.257195632,22.80857631,0.589211812,0.855760013,13.39521616,12.21211625,2.022492927,0,0.526081975,0,0,0.03273399,1.225186467
Ulu,37.26,2.458880024,1.744999433,1.036034333,0,0,2.183234393,0,1.085945476,7.590653004,0,0.605361667,0,0.471887171,8.157446969,0.29077022,0.077513518,8.337051461,0.899913034,0.393239309,24.16228684,36.83820471,1.780164102,0,0.49343971,0,0,0.0744886,0.139524332
Ulu,38,2.107623951,1.853163129,0.84801467,0,0,1.846392552,0,1.237887016,7.283729459,0,0.665209112,0,0.489738345,8.318499189,0.283517879,0.096198604,8.113407151,0.746173919,0.254460822,23.185274,39.02475492,1.768813033,0,0.469708724,0,0,0.100712321,0.119613513
Ulu,38.76,2.25757275,2.007998209,1.047706321,0,0,2.132152042,0,1.122874288,8.146011664,0,0.478034484,0,0.411734649,10.42174297,0.326431675,0.06081004,10.86430493,0.819246378,0.230149111,21.9308877,34.11738872,1.34457756,0,0.570938713,0,0,0.10852903,0.233949739
Ulu,39.53,2.018857012,1.836608428,1.041708698,0,0,2.04878344,0,1.096181522,7.953704825,0,0.515810569,0,0.362479657,9.621514748,0.340287025,0.047411532,9.990719445,0.79321847,0.231677628,22.56082799,35.80747555,1.550121723,0,0.596511049,0,0,0.094486812,0.248826481
Ulu,40.42,2.477765682,1.823309587,0.832712619,0,0,1.913074479,0,1.158030775,7.132170846,0,0.654456095,0,0.456464027,9.287801524,0.317678591,0.117776632,9.08089663,0.695200443,0.33168446,22.07834374,37.86614208,1.613858171,0,0.473016419,0,0,0.10058761,0.147698263
Ulu,42.01,1.858156467,1.720042401,0.870466802,0,0,2.4694176,0,1.210916041,7.169164584,0,0.412020953,0,0.401575351,11.8894159,0.477789556,0.121478478,7.958774692,0.731578988,0.341996735,20.79757972,37.74150618,1.476698571,0,0.562514991,0,0,0.099039778,0.261913789
Ulu,42.54,2.135059757,1.187458779,0.783160859,0,0,1.940452565,0,0.900280081,8.105478281,0,0.528515277,0,0.54921817,10.05657805,0.262926738,0.069206813,10.37451533,0.769260345,0.218267641,24.15731832,34.35615482,1.570462296,0,0.379750205,0,0,0.072164369,0.281263586
Ulu,43.16,2.024551764,1.430058413,0.889036419,0,0,2.065105884,0,1.084747596,7.821838243,0,0.483495224,0,0.470878387,10.80391783,0.28838485,0.071946012,9.628899767,0.69918306,0.314219326,22.79306735,35.58353623,1.431260016,0,0.43437968,0,0,0.087266457,0.254890151
