species,tas_score,habitat_label,total_n,r_terr,r_aqua,r_anim,r_plant,tas_score_raw
Quatrionicoccus australiensis,-0.6094589752776782,Mostly Aquatic,9999,0,1,0,0,-0.6094589752776782
Xanthobacter aminoxidans,-0.3211329991840541,Mostly Aquatic,9999,0,1,0,0,-0.3211329991840541
Xanthobacter flavus,-0.3211329991840541,Mostly Aquatic,9999,0,1,0,0,-0.3211329991840541
Nocardioides plantarum,0.3095076015429998,Mostly Terrestrial,9999,1,0,0,0,0.3095076015429998
Marinobacter vinifirmus,-0.7919266330902803,Mostly Aquatic,9999,0,1,0,0,-0.7919266330902803
Chryseobacterium lactis,0.28198599618077663,Mostly Terrestrial,9999,1,0,0,0,0.28198599618077663
Thermodesulfovibrio yellowstonii,-0.3702448210922788,Mostly Aquatic,9999,0,1,0,0,-0.3702448210922788
Thermodesulfovibrio islandicus,-0.3702448210922788,Mostly Aquatic,9999,0,1,0,0,-0.3702448210922788
Helicobacter muridarum,0.8735232800555941,Terrestrial Specialist,9999,1,0,0,0,0.8735232800555941
Methylocystis echinoides,-0.20468159616625198,Mostly Aquatic,9999,0,1,0,0,-0.20468159616625198
Paracoccus halophilus,-0.024571428571428557,Generalist,9999,0,1,0,0,-0.024571428571428557
Antarctobacter heliothermus,-0.8965120105297795,Aquatic Specialist,9999,0,1,0,0,-0.8965120105297795
Actibacterium atlanticum,-0.9411641686998955,Aquatic Specialist,9999,0,1,0,0,-0.9411641686998955
Anoxybacillus amylolyticus,0.7066442388561817,Mostly Terrestrial,9999,1,0,0,0,0.7066442388561817
Methylobacterium durans,0.7423161361141604,Mostly Terrestrial,9999,1,0,0,0,0.7423161361141604
Ilumatobacter fluminis,-0.7617333333333333,Mostly Aquatic,9999,0,1,0,0,-0.7617333333333333
Halanaerobium saccharolyticum,-0.13925317849634594,Mostly Aquatic,9999,0,1,0,0,-0.13925317849634594
Marmoricola aurantiacus,0.7250859106529209,Mostly Terrestrial,9999,1,0,0,0,0.7250859106529209
Paenibacillus aestuarii,0.8185440057950019,Terrestrial Specialist,9999,1,0,0,0,0.8185440057950019
Allokutzneria albata,0.9502366050984582,Terrestrial Specialist,9999,1,0,0,0,0.9502366050984582
Herbinix hemicellulosilytica,0.7809271280972844,Mostly Terrestrial,9999,1,0,0,0,0.7809271280972844
Pseudonocardia sediminis,0.89461674100197075,Terrestrial Specialist,9999,1,0,0,0,0.89461674100197075
Microbulbifer thermotolerans,-0.6679885786802031,Mostly Aquatic,9999,0,1,0,0,-0.6679885786802031
Sphingomonas paucimobilis,0.281437125748503,Mostly Terrestrial,9999,1,0,0,0,0.281437125748503
Marinilactibacillus piezotolerans,0.16629921259842517,Mostly Terrestrial,9999,1,0,0,0,0.16629921259842517
Aquabacterium olei,0.38220481253497485,Mostly Terrestrial,9999,1,0,0,0,0.38220481253497485
Larkinella insperata,0.5447479981158738,Mostly Terrestrial,9999,1,0,0,0,0.5447479981158738
Fusobacterium equinum,0.9714851485148516,Terrestrial Specialist,9999,1,0,0,0,0.9714851485148516
Clostridium haemolyticum,0.05124777183600715,Generalist,9999,1,0,0,0,0.05124777183600715
Pyruvatibacter mobilis,-0.9148987174877143,Aquatic Specialist,9999,0,1,0,0,-0.9148987174877143
Antarcticimicrobium luteum,-0.9180102082151826,Aquatic Specialist,9999,0,1,0,0,-0.9180102082151826
Tamaricihabitans halophyticus,0.5547800074784993,Mostly Terrestrial,9999,1,0,0,0,0.5547800074784993
Rhizocola hellebori,0.9159436440340682,Terrestrial Specialist,9999,1,0,0,0,0.9159436440340682
Elstera cyanobacteriorum,-0.7664664763217486,Mostly Aquatic,9999,0,1,0,0,-0.7664664763217486
Tessaracoccus antarcticus,0.15480142628796267,Mostly Terrestrial,9999,1,0,0,0,0.15480142628796267
Pseudorhodoferax soli,-0.6969616204690832,Mostly Aquatic,9999,0,1,0,0,-0.6969616204690832
Roseivirga thermotolerans,-0.9588630195686331,Aquatic Specialist,9999,0,1,0,0,-0.9588630195686331
Comamonas kerstersii,-0.3582089552238806,Mostly Aquatic,9999,0,1,0,0,-0.3582089552238806
Actinopolymorpha pittospori,0.9178082191780822,Terrestrial Specialist,9999,1,0,0,0,0.9178082191780822
Roseovarius aestuariivivens,-0.9245471997329106,Aquatic Specialist,9999,0,1,0,0,-0.9245471997329106
Paenibacillus bovis,0.466213842370301,Mostly Terrestrial,9999,1,0,0,0,0.466213842370301
Dichelobacter nodosus,0.39897793842702234,Mostly Terrestrial,9999,1,0,0,0,0.39897793842702234
Paenibacillus dauci,0.466213842370301,Mostly Terrestrial,9999,1,0,0,0,0.466213842370301
Grimontia hollisae,-0.6879202988792029,Mostly Aquatic,9999,0,1,0,0,-0.6879202988792029
Rhizobium mesoamericanum,0.9022942586462732,Terrestrial Specialist,9999,1,0,0,0,0.9022942586462732
Rhizobium cauense,0.9022942586462732,Terrestrial Specialist,9999,1,0,0,0,0.9022942586462732
Thaumasiovibrio subtropicus,-0.8883800801373785,Aquatic Specialist,9999,0,1,0,0,-0.8883800801373785
Marinovum algicola,-0.8964208799097529,Aquatic Specialist,9999,0,1,0,0,-0.8964208799097529
Thermus oshimai,-0.3018266164105539,Mostly Aquatic,9999,0,1,0,0,-0.3018266164105539
Defluviimonas aestuarii,-0.8319607102380053,Aquatic Specialist,9999,0,1,0,0,-0.8319607102380053
Geobacter pickeringii,0.09676208352885972,Generalist,9999,1,0,0,0,0.09676208352885972
Lentilactobacillus rapi,0.674744211093161,Mostly Terrestrial,9999,1,0,0,0,0.674744211093161
Tetragenococcus osmophilus,0.2596867271228359,Mostly Terrestrial,9999,1,0,0,0,0.2596867271228359
Marinobacter persicus,-0.6585820895522388,Mostly Aquatic,9999,0,1,0,0,-0.6585820895522388
Nitrobacter hamburgensis,0.6901204382866974,Mostly Terrestrial,9999,1,0,0,0,0.6901204382866974
Methyloprofundus sedimenti,-0.7807816991864946,Mostly Aquatic,9999,0,1,0,0,-0.7807816991864946
Roseovarius mucosus,-0.76364389233954455,Mostly Aquatic,9999,0,1,0,0,-0.76364389233954455
Terracidiphilus gabretensis,0.9147225725094578,Terrestrial Specialist,9999,1,0,0,0,0.9147225725094578
Paenibacillus azoreducens,0.777245508982036,Mostly Terrestrial,9999,1,0,0,0,0.777245508982036
Sphingobium fuliginis,0.10932343234323433,Mostly Terrestrial,9999,1,0,0,0,0.10932343234323433
Sinirhodobacter ferrireducens,-0.4370729556975975,Mostly Aquatic,9999,0,1,0,0,-0.4370729556975975
Anaerolinea thermolimosa,-0.4760553387726144,Mostly Aquatic,9999,0,1,0,0,-0.4760553387726144
Levilactobacillus spicheri,0.5835910121624407,Mostly Terrestrial,9999,1,0,0,0,0.5835910121624407
Auritidibacter ignavus,0.4495670489117716,Mostly Terrestrial,9999,1,0,0,0,0.4495670489117716
Longimycelium tulufanense,0.7664754896656205,Mostly Terrestrial,9999,1,0,0,0,0.7664754896656205
Spirochaeta africana,-0.611111111111111,Mostly Aquatic,9999,0,1,0,0,-0.611111111111111
Methylophaga thiooxydans,-0.6926999235149146,Mostly Aquatic,9999,0,1,0,0,-0.6926999235149146
Terriglobus tenax,0.832236842105263,Terrestrial Specialist,9999,1,0,0,0,0.832236842105263
Rhodopirellula rubra,-0.7576512455516013,Mostly Aquatic,9999,0,1,0,0,-0.7576512455516013
Ferriphaselus amnicola,-0.7233868326236489,Mostly Aquatic,9999,0,1,0,0,-0.7233868326236489
Lacrimispora algidixylanolytica,0.7127902550437761,Mostly Terrestrial,9999,1,0,0,0,0.7127902550437761
Microbulbifer agarilyticus,-0.7565141864504923,Mostly Aquatic,9999,0,1,0,0,-0.7565141864504923
Boudabousia tangfeifanii,0.8048780487804879,Terrestrial Specialist,9999,1,0,0,0,0.8048780487804879
Agromyces atrinae,0.6262770254217154,Mostly Terrestrial,9999,1,0,0,0,0.6262770254217154
Helicobacter pametensis,0.7327344188658057,Mostly Terrestrial,9999,1,0,0,0,0.7327344188658057
Spiribacter curvatus,-0.6308662319982805,Mostly Aquatic,9999,0,1,0,0,-0.6308662319982805
Neptunicoccus sediminis,-0.8240653471567703,Aquatic Specialist,9999,0,1,0,0,-0.8240653471567703
Sphingobium psychrophilum,-0.20233503596372357,Mostly Aquatic,9999,0,1,0,0,-0.20233503596372357
Spiribacter roseus,-0.6308662319982805,Mostly Aquatic,9999,0,1,0,0,-0.6308662319982805
Spiribacter aquaticus,-0.6308662319982805,Mostly Aquatic,9999,0,1,0,0,-0.6308662319982805
Pseudooceanicola nitratireducens,-0.9484066767830045,Aquatic Specialist,9999,0,1,0,0,-0.9484066767830045
Lentilactobacillus senioris,0.34606089898501696,Mostly Terrestrial,9999,1,0,0,0,0.34606089898501696
Alysiella filiformis,0.8476190476190477,Terrestrial Specialist,9999,1,0,0,0,0.8476190476190477
Neisseria cinerea,0.6215718755751887,Mostly Terrestrial,9999,1,0,0,0,0.6215718755751887
Sphingobium phenoxybenzoativorans,-0.5241320914479255,Mostly Aquatic,9999,0,1,0,0,-0.5241320914479255
Pseudacidovorax intermedius,-0.413634974014063,Mostly Aquatic,9999,0,1,0,0,-0.413634974014063
Thiothrix caldifontis,-0.9169375225713254,Aquatic Specialist,9999,0,1,0,0,-0.9169375225713254
Brucella intermedia,0.41188959660297236,Mostly Terrestrial,9999,1,0,0,0,0.41188959660297236
Dehalogenimonas alkenigignens,-0.4440015631105901,Mostly Aquatic,9999,0,1,0,0,-0.4440015631105901
Flavobacterium aquatile,-0.2241608192679689,Mostly Aquatic,9999,0,1,0,0,-0.2241608192679689
Rhodococcus phenolicus,0.007092198581560327,Generalist,9999,1,0,0,0,0.007092198581560327
Rhodococcus zopfii,0.007092198581560327,Generalist,9999,1,0,0,0,0.007092198581560327
Hydrogenovibrio crunogenus,-0.6615486214297507,Mostly Aquatic,9999,0,1,0,0,-0.6615486214297507
Arsukibacterium ikkense,-0.5500757084144495,Mostly Aquatic,9999,0,1,0,0,-0.5500757084144495
Legionella spiritensis,0.001087153469831468,Generalist,9999,1,0,0,0,0.001087153469831468
Chlamydia abortus,0.4980694980694981,Mostly Terrestrial,9999,1,0,0,0,0.4980694980694981
Chlamydia psittaci,0.4980694980694981,Mostly Terrestrial,9999,1,0,0,0,0.4980694980694981
Chlamydia caviae,0.4980694980694981,Mostly Terrestrial,9999,1,0,0,0,0.4980694980694981
Cellulomonas terrae,0.8064341713976751,Terrestrial Specialist,9999,1,0,0,0,0.8064341713976751
Malaciobacter marinus,-0.6575088175236681,Mostly Aquatic,9999,0,1,0,0,-0.6575088175236681
Malaciobacter canalis,-0.6575088175236681,Mostly Aquatic,9999,0,1,0,0,-0.6575088175236681
Sphingomonas panni,0.33603707995365,Mostly Terrestrial,9999,1,0,0,0,0.33603707995365
Sphingomonas hankookensis,0.33603707995365,Mostly Terrestrial,9999,1,0,0,0,0.33603707995365
Seleniivibrio woodruffii,-0.6625504340383911,Mostly Aquatic,9999,0,1,0,0,-0.6625504340383911
Bacillus solimangrovi,0.5010368066355625,Mostly Terrestrial,9999,1,0,0,0,0.5010368066355625
Amycolatopsis benzoatilytica,0.940451745379877,Terrestrial Specialist,9999,1,0,0,0,0.940451745379877
Vibrio aestuarianus,-0.8003142753535597,Aquatic Specialist,9999,0,1,0,0,-0.8003142753535597
Ignatzschineria cameli,0.3234975636166757,Mostly Terrestrial,9999,1,0,0,0,0.3234975636166757
Ignatzschineria indica,0.3234975636166757,Mostly Terrestrial,9999,1,0,0,0,0.3234975636166757
Paraburkholderia mimosarum,0.8567785371824952,Terrestrial Specialist,9999,1,0,0,0,0.8567785371824952
Acetobacter conturbans,0.47979548078508993,Mostly Terrestrial,9999,1,0,0,0,0.47979548078508993
Acetobacter aceti,0.47979548078508993,Mostly Terrestrial,9999,1,0,0,0,0.47979548078508993
Flavobacterium noncentrifugens,0.08553782810087487,Generalist,9999,1,0,0,0,0.08553782810087487
Acetobacter sacchari,0.46174060905858716,Mostly Terrestrial,9999,1,0,0,0,0.46174060905858716
Acetobacter sicerae,0.47979548078508993,Mostly Terrestrial,9999,1,0,0,0,0.47979548078508993
Chryseobacterium soli,0.383356070941337,Mostly Terrestrial,9999,1,0,0,0,0.383356070941337
Halocynthiibacter namhaensis,-0.9247753921120756,Aquatic Specialist,9999,0,1,0,0,-0.9247753921120756
Leucothrix arctica,-0.951324148172593,Aquatic Specialist,9999,0,1,0,0,-0.951324148172593
Parabacteroides faecis,0.9788401253918496,Terrestrial Specialist,9999,1,0,0,0,0.9788401253918496
Paenisporosarcina antarctica,0.5177678814868673,Mostly Terrestrial,9999,1,0,0,0,0.5177678814868673
Paenisporosarcina indica,0.5177678814868673,Mostly Terrestrial,9999,1,0,0,0,0.5177678814868673
Pontimonas salivibrio,-0.84018157626986,Aquatic Specialist,9999,0,1,0,0,-0.84018157626986
Desulfovibrio ferrophilus,-0.7539534092841353,Mostly Aquatic,9999,0,1,0,0,-0.7539534092841353
Brevundimonas subvibrioides,0.2598949660561035,Mostly Terrestrial,9999,1,0,0,0,0.2598949660561035
Bacillus marinisedimentorum,0.400941377834831,Mostly Terrestrial,9999,1,0,0,0,0.400941377834831
Friedmanniella luteola,0.7467159277504105,Mostly Terrestrial,9999,1,0,0,0,0.7467159277504105
Paenibacillus polysaccharolyticus,0.9574128718398596,Terrestrial Specialist,9999,1,0,0,0,0.9574128718398596
Halodesulfovibrio spirochaetisodalis,-0.4110155289911742,Mostly Aquatic,9999,0,1,0,0,-0.4110155289911742
Vibrio marinisediminis,-0.4110155289911742,Mostly Aquatic,9999,0,1,0,0,-0.4110155289911742
Tetragenococcus koreensis,0.5879693335954393,Mostly Terrestrial,9999,1,0,0,0,0.5879693335954393
Sphingomonas phyllosphaerae,-0.9565031982942431,Aquatic Specialist,9999,0,1,0,0,-0.9565031982942431
Sphingomonas endophytica,0.5899167772283198,Mostly Terrestrial,9999,1,0,0,0,0.5899167772283198
Pseudomonas songnenensis,-0.20405485986881344,Mostly Aquatic,9999,0,1,0,0,-0.20405485986881344
Pseudonocardia parietis,0.8921090387374462,Terrestrial Specialist,9999,1,0,0,0,0.8921090387374462
Sphingomonas turrisvirgatae,0.3704918032786885,Mostly Terrestrial,9999,1,0,0,0,0.3704918032786885
Novosphingobium lindaniclasticum,0.10545308740978353,Mostly Terrestrial,9999,1,0,0,0,0.10545308740978353
Streptomyces caeruleatus,0.9564289724873667,Terrestrial Specialist,9999,1,0,0,0,0.9564289724873667
Streptomyces griseoruber,0.9564289724873667,Terrestrial Specialist,9999,1,0,0,0,0.9564289724873667
Lacticaseibacillus hegangensis,0.5716267776621574,Mostly Terrestrial,9999,1,0,0,0,0.5716267776621574
Paenibacillus vini,0.8798600311041992,Terrestrial Specialist,9999,1,0,0,0,0.8798600311041992
Thalassotalea piscium,-0.9516520052642514,Aquatic Specialist,9999,0,1,0,0,-0.9516520052642514
Geodermatophilus dictyosporus,0.8276330411161871,Terrestrial Specialist,9999,1,0,0,0,0.8276330411161871
Halomonas salina,-0.7089434930090179,Mostly Aquatic,9999,0,1,0,0,-0.7089434930090179
Halomonas halophila,-0.7089434930090179,Mostly Aquatic,9999,0,1,0,0,-0.7089434930090179
Hoyosella rhizosphaerae,0.40524625267665954,Mostly Terrestrial,9999,1,0,0,0,0.40524625267665954
Methylotenera mobilis,-0.6496053381072504,Mostly Aquatic,9999,0,1,0,0,-0.6496053381072504
Sediminitomix flava,-0.9092222489766435,Aquatic Specialist,9999,0,1,0,0,-0.9092222489766435
Thiosulfativibrio zosterae,-0.6776549545992894,Mostly Aquatic,9999,0,1,0,0,-0.6776549545992894
Georgenia soli,0.8166752977731746,Terrestrial Specialist,9999,1,0,0,0,0.8166752977731746
Tessaracoccus aquimaris,-0.7422428221964722,Mostly Aquatic,9999,0,1,0,0,-0.7422428221964722
Marinomonas profundimaris,-0.8254003394583425,Aquatic Specialist,9999,0,1,0,0,-0.8254003394583425
Kriegella aquimaris,-0.8325799721835884,Aquatic Specialist,9999,0,1,0,0,-0.8325799721835884
Terriglobus saanensis,0.7165187186414512,Mostly Terrestrial,9999,1,0,0,0,0.7165187186414512
Ureibacillus thermophilus,0.7050982547753196,Mostly Terrestrial,9999,1,0,0,0,0.7050982547753196
Thalassolituus marinus,-0.7101616628175519,Mostly Aquatic,9999,0,1,0,0,-0.7101616628175519
Henriciella aquimarina,-0.9647325769854133,Aquatic Specialist,9999,0,1,0,0,-0.9647325769854133
Pseudohongiella nitratireducens,-0.8702034125624022,Aquatic Specialist,9999,0,1,0,0,-0.8702034125624022
Pseudoclavibacter caeni,-0.20971004720161834,Mostly Aquatic,9999,0,1,0,0,-0.20971004720161834
Pseudaeromonas sharmana,-0.6714060031595577,Mostly Aquatic,9999,0,1,0,0,-0.6714060031595577
Azorhizobium caulinodans,0.15217920623326028,Mostly Terrestrial,9999,1,0,0,0,0.15217920623326028
Thermanaerovibrio acidaminovorans,-0.28361858190709055,Mostly Aquatic,9999,0,1,0,0,-0.28361858190709055
Streptacidiphilus neutrinimicus,0.7766267400453223,Mostly Terrestrial,9999,1,0,0,0,0.7766267400453223
Thalassobius gelatinovorus,-0.9132327553854238,Aquatic Specialist,9999,0,1,0,0,-0.9132327553854238
Herbaspirillum chlorophenolicum,0.5901530272787757,Mostly Terrestrial,9999,1,0,0,0,0.5901530272787757
Bellilinea caldifistulae,-0.5531932426864442,Mostly Aquatic,9999,0,1,0,0,-0.5531932426864442
Ornatilinea apprima,-0.7014132398257359,Mostly Aquatic,9999,0,1,0,0,-0.7014132398257359
Actinospica durhamensis,0.9623704780948917,Terrestrial Specialist,9999,1,0,0,0,0.9623704780948917
Solimonas terrae,0.6830026296916089,Mostly Terrestrial,9999,1,0,0,0,0.6830026296916089
Spirosoma lacussanchae,-0.24120067042511056,Mostly Aquatic,9999,0,1,0,0,-0.24120067042511056
Antricoccus suffuscus,0.811577082102776,Terrestrial Specialist,9999,1,0,0,0,0.811577082102776
Pelobium manganitolerans,0.3305256064690027,Mostly Terrestrial,9999,1,0,0,0,0.3305256064690027
Paracoccus limosus,0.00495908752789485,Generalist,9999,1,0,0,0,0.00495908752789485
Chelatococcus asaccharovorans,0.05651224836284263,Generalist,9999,1,0,0,0,0.05651224836284263
Halobacillus salinus,-0.18908145580589253,Mostly Aquatic,9999,0,1,0,0,-0.18908145580589253
Salinibacterium amurskyense,0.20537616784133747,Mostly Terrestrial,9999,1,0,0,0,0.20537616784133747
Saccharibacillus qingshengii,0.3435754189944134,Mostly Terrestrial,9999,1,0,0,0,0.3435754189944134
Saccharibacillus deserti,0.3435754189944134,Mostly Terrestrial,9999,1,0,0,0,0.3435754189944134
Acinetobacter guillouiae,0.04029658284977429,Generalist,9999,1,0,0,0,0.04029658284977429
Streptomyces javensis,0.8330348532855765,Terrestrial Specialist,9999,1,0,0,0,0.8330348532855765
Tessaracoccus rhinocerotis,0.5802341597796143,Mostly Terrestrial,9999,1,0,0,0,0.5802341597796143
Acinetobacter bereziniae,0.04029658284977429,Generalist,9999,1,0,0,0,0.04029658284977429
Streptomyces antioxidans,0.8330348532855765,Terrestrial Specialist,9999,1,0,0,0,0.8330348532855765
Thalassospira lucentensis,-0.850868725868726,Aquatic Specialist,9999,0,1,0,0,-0.850868725868726
Thalassospira lohafexi,-0.850868725868726,Aquatic Specialist,9999,0,1,0,0,-0.850868725868726
Acetivibrio mesophilus,0.2644794504323108,Mostly Terrestrial,9999,1,0,0,0,0.2644794504323108
Nocardia seriolae,0.8489337822671156,Terrestrial Specialist,9999,1,0,0,0,0.8489337822671156
Leuconostoc inhae,0.5656060064354667,Mostly Terrestrial,9999,1,0,0,0,0.5656060064354667
Paenibacillus luteus,0.8175158175158174,Terrestrial Specialist,9999,1,0,0,0,0.8175158175158174
Paenibacillus paridis,0.850238037601872,Terrestrial Specialist,9999,1,0,0,0,0.850238037601872
Desulfuromonas acetexigens,-0.6649957438759104,Mostly Aquatic,9999,0,1,0,0,-0.6649957438759104
Kitasatospora atroaurantiaca,0.9445571331981069,Terrestrial Specialist,9999,1,0,0,0,0.9445571331981069
Propionicimonas paludicola,-0.5850436903068482,Mostly Aquatic,9999,0,1,0,0,-0.5850436903068482
Kitasatospora gansuensis,0.9445571331981069,Terrestrial Specialist,9999,1,0,0,0,0.9445571331981069
Levilactobacillus huananensis,0.6037418147801683,Mostly Terrestrial,9999,1,0,0,0,0.6037418147801683
Levilactobacillus paucivorans,0.6037418147801683,Mostly Terrestrial,9999,1,0,0,0,0.6037418147801683
Levilactobacillus lindianensis,0.6037418147801683,Mostly Terrestrial,9999,1,0,0,0,0.6037418147801683
Sphingomonas aerophila,0.7124817872753764,Mostly Terrestrial,9999,1,0,0,0,0.7124817872753764
Erythrobacter ramosus,-0.6726598702502318,Mostly Aquatic,9999,0,1,0,0,-0.6726598702502318
Aquaticitalea lipolytica,-0.9328581610833926,Aquatic Specialist,9999,0,1,0,0,-0.9328581610833926
Jeongeupia chitinilytica,-0.3226708617374585,Mostly Aquatic,9999,0,1,0,0,-0.3226708617374585
Alpinimonas psychrophila,-0.9018856114545029,Aquatic Specialist,9999,0,1,0,0,-0.9018856114545029
Thermanaerothrix daxensis,-0.3299338999055713,Mostly Aquatic,9999,0,1,0,0,-0.3299338999055713
Metallibacterium scheffleri,-0.11826720337358639,Mostly Aquatic,9999,0,1,0,0,-0.11826720337358639
Pelolinea submarina,-0.7134333755197976,Mostly Aquatic,9999,0,1,0,0,-0.7134333755197976
Tepidimonas ignava,-0.5025155025155025,Mostly Aquatic,9999,0,1,0,0,-0.5025155025155025
Marininema halotolerans,0.7894079885877318,Mostly Terrestrial,9999,1,0,0,0,0.7894079885877318
Desulfatibacillum aliphaticivorans,-0.7346338442483357,Mostly Aquatic,9999,0,1,0,0,-0.7346338442483357
Solirubrobacter pauli,0.9175432006010519,Terrestrial Specialist,9999,1,0,0,0,0.9175432006010519
Paracoccus alcaliphilus,0.08173143410316687,Generalist,9999,1,0,0,0,0.08173143410316687
Telluribacter humicola,0.6639344262295082,Mostly Terrestrial,9999,1,0,0,0,0.6639344262295082
Metabacillus halosaccharovorans,0.7772917459109928,Mostly Terrestrial,9999,1,0,0,0,0.7772917459109928
Sphingobium baderi,0.2581240768094535,Mostly Terrestrial,9999,1,0,0,0,0.2581240768094535
Metabacillus niabensis,0.7772917459109928,Mostly Terrestrial,9999,1,0,0,0,0.7772917459109928
Glutamicibacter arilaitensis,0.3653877286708758,Mostly Terrestrial,9999,1,0,0,0,0.3653877286708758
Legionella saoudiensis,0.11473341045325484,Mostly Terrestrial,9999,1,0,0,0,0.11473341045325484
Clostridium tarantellae,0.41362323764226255,Mostly Terrestrial,9999,1,0,0,0,0.41362323764226255
Arthrobacter nitrophenolicus,0.8330511007072419,Terrestrial Specialist,9999,1,0,0,0,0.8330511007072419
Aestuariivivens insulae,-0.9146050483486122,Aquatic Specialist,9999,0,1,0,0,-0.9146050483486122
Tenacibaculum discolor,-0.8689221353281198,Aquatic Specialist,9999,0,1,0,0,-0.8689221353281198
Lentzea albidocapillata,0.9488602910253174,Terrestrial Specialist,9999,1,0,0,0,0.9488602910253174
Lentzea californiensis,0.9488602910253174,Terrestrial Specialist,9999,1,0,0,0,0.9488602910253174
Nakamurella endophytica,0.8519410729176319,Terrestrial Specialist,9999,1,0,0,0,0.8519410729176319
Afipia felis,0.1997573797007683,Mostly Terrestrial,9999,1,0,0,0,0.1997573797007683
Cellulomonas denverensis,0.757327258921792,Mostly Terrestrial,9999,1,0,0,0,0.757327258921792
Afipia carboxidovorans,0.1997573797007683,Mostly Terrestrial,9999,1,0,0,0,0.1997573797007683
Rhodococcus opacus,0.6629088067864717,Mostly Terrestrial,9999,1,0,0,0,0.6629088067864717
Rhodococcus wratislaviensis,0.6629088067864717,Mostly Terrestrial,9999,1,0,0,0,0.6629088067864717
Ewingella americana,0.5483266398929049,Mostly Terrestrial,9999,1,0,0,0,0.5483266398929049
Rickettsia tamurae,0.819501625135428,Terrestrial Specialist,9999,1,0,0,0,0.819501625135428
Micromonospora chalcea,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Micromonospora aurantiaca,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Micromonospora halophytica,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Micromonospora marina,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Lysinibacillus macroides,0.6628440366972478,Mostly Terrestrial,9999,1,0,0,0,0.6628440366972478
Vibrio renipiscarius,-0.8156405990016639,Aquatic Specialist,9999,0,1,0,0,-0.8156405990016639
Micromonospora sediminicola,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Micromonospora maritima,0.4661177960734642,Mostly Terrestrial,9999,1,0,0,0,0.4661177960734642
Streptomyces phaeoluteigriseus,0.90813648293963245,Terrestrial Specialist,9999,1,0,0,0,0.90813648293963245
Nocardioides terrae,0.9383259911894272,Terrestrial Specialist,9999,1,0,0,0,0.9383259911894272
Streptomyces bobili,0.90813648293963245,Terrestrial Specialist,9999,1,0,0,0,0.90813648293963245
Streptomyces alboniger,0.90813648293963245,Terrestrial Specialist,9999,1,0,0,0,0.90813648293963245
Streptomyces galilaeus,0.90813648293963245,Terrestrial Specialist,9999,1,0,0,0,0.90813648293963245
Salipiger profundus,-0.9637449928712066,Aquatic Specialist,9999,0,1,0,0,-0.9637449928712066
Deinococcus puniceus,0.2462686567164179,Mostly Terrestrial,9999,1,0,0,0,0.2462686567164179
Nitratireductor basaltis,-0.7384935832829402,Mostly Aquatic,9999,0,1,0,0,-0.7384935832829402
Clostridium merdae,0.6354880533432118,Mostly Terrestrial,9999,1,0,0,0,0.6354880533432118
Geobacillus thermocatenulatus,0.13036879647898017,Mostly Terrestrial,9999,1,0,0,0,0.13036879647898017
Mycoplasma cottewii,0.7415254237288136,Mostly Terrestrial,9999,1,0,0,0,0.7415254237288136
Leucothrix pacifica,-0.9645573358930812,Aquatic Specialist,9999,0,1,0,0,-0.9645573358930812
Camelimonas fluminis,0.42418553285477634,Mostly Terrestrial,9999,1,0,0,0,0.42418553285477634
Camelimonas lactis,0.42418553285477634,Mostly Terrestrial,9999,1,0,0,0,0.42418553285477634
Labilibaculum antarcticum,-0.916440174451678,Aquatic Specialist,9999,0,1,0,0,-0.916440174451678
Tenacibaculum agarivorans,-0.7484433374844333,Mostly Aquatic,9999,0,1,0,0,-0.7484433374844333
Listeria fleischmannii,0.44526498696785405,Mostly Terrestrial,9999,1,0,0,0,0.44526498696785405
Limosilactobacillus antri,0.7830898627711377,Mostly Terrestrial,9999,1,0,0,0,0.7830898627711377
Listeria goaensis,0.44526498696785405,Mostly Terrestrial,9999,1,0,0,0,0.44526498696785405
Chelatococcus reniformis,0.44992157741429534,Mostly Terrestrial,9999,1,0,0,0,0.44992157741429534
Streptomyces filipinensis,0.9473527366643487,Terrestrial Specialist,9999,1,0,0,0,0.9473527366643487
Streptomyces durhamensis,0.9473527366643487,Terrestrial Specialist,9999,1,0,0,0,0.9473527366643487
Rodentibacter rarus,0.830301025471386,Terrestrial Specialist,9999,1,0,0,0,0.830301025471386
Nubsella zeaxanthinifaciens,0.19800124921923792,Mostly Terrestrial,9999,1,0,0,0,0.19800124921923792
Pseudidiomarina aestuarii,-0.657347144559538,Mostly Aquatic,9999,0,1,0,0,-0.657347144559538
Oceanobacillus caeni,0.7288180610889774,Mostly Terrestrial,9999,1,0,0,0,0.7288180610889774
Thiobaca trueperi,-0.630412192587461,Mostly Aquatic,9999,0,1,0,0,-0.630412192587461
Acinetobacter pragensis,-0.2994608046453754,Mostly Aquatic,9999,0,1,0,0,-0.2994608046453754
Lysobacter silvestris,0.3450320132795826,Mostly Terrestrial,9999,1,0,0,0,0.3450320132795826
