species,tas_score,habitat_label,total_n,r_terr,r_aqua,r_anim,r_plant,tas_score_raw
Xanthomonas indica,0.5703039580144325,Mostly Terrestrial,9999,1,0,0,0,0.5703039580144325
Treponema berlinense,0.8797505938242282,Terrestrial Specialist,9999,1,0,0,0,0.8797505938242282
Staphylococcus xylosus,0.6869895536562203,Mostly Terrestrial,9999,1,0,0,0,0.6869895536562203
Staphylococcus gallinarum,0.6869895536562203,Mostly Terrestrial,9999,1,0,0,0,0.6869895536562203
Streptomyces brasiliensis,0.8689480116574222,Terrestrial Specialist,9999,1,0,0,0,0.8689480116574222
Staphylococcus succinus,0.6869895536562203,Mostly Terrestrial,9999,1,0,0,0,0.6869895536562203
Staphylococcus caeli,0.6869895536562203,Mostly Terrestrial,9999,1,0,0,0,0.6869895536562203
Staphylococcus pseudoxylosus,0.6869895536562203,Mostly Terrestrial,9999,1,0,0,0,0.6869895536562203
Latilactobacillus graminis,0.5376676986584108,Mostly Terrestrial,9999,1,0,0,0,0.5376676986584108
Asticcacaulis taihuensis,0.5945594322885867,Mostly Terrestrial,9999,1,0,0,0,0.5945594322885867
Corynebacterium aurimucosum,0.7410901467505242,Mostly Terrestrial,9999,1,0,0,0,0.7410901467505242
Cronobacter turicensis,0.5419485791610285,Mostly Terrestrial,9999,1,0,0,0,0.5419485791610285
Cronobacter universalis,0.5419485791610285,Mostly Terrestrial,9999,1,0,0,0,0.5419485791610285
Lachnobacterium bovis,0.943679216406489,Terrestrial Specialist,9999,1,0,0,0,0.943679216406489
Terrisporobacter glycolicus,0.8262691377921031,Terrestrial Specialist,9999,1,0,0,0,0.8262691377921031
Terrisporobacter mayombei,0.8262691377921031,Terrestrial Specialist,9999,1,0,0,0,0.8262691377921031
Terrisporobacter othiniensis,0.8262691377921031,Terrestrial Specialist,9999,1,0,0,0,0.8262691377921031
Terrisporobacter petrolearius,0.8262691377921031,Terrestrial Specialist,9999,1,0,0,0,0.8262691377921031
Ligilactobacillus aviarius,0.6574605451936871,Mostly Terrestrial,9999,1,0,0,0,0.6574605451936871
Streptomyces avidinii,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces goshikiensis,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces virginiae,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces spororaveus,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces subrutilus,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces xanthophaeus,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces cirratus,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Streptomyces nojiriensis,0.8663466863577627,Terrestrial Specialist,9999,1,0,0,0,0.8663466863577627
Rothia aeria,0.883768276883213,Terrestrial Specialist,9999,1,0,0,0,0.883768276883213
Neisseria elongata,0.8212809917355373,Terrestrial Specialist,9999,1,0,0,0,0.8212809917355373
Campylobacter showae,0.9325004661570016,Terrestrial Specialist,9999,1,0,0,0,0.9325004661570016
Brevundimonas naejangsanensis,0.28387760349704294,Mostly Terrestrial,9999,1,0,0,0,0.28387760349704294
Sutterella faecalis,0.7071011156366214,Mostly Terrestrial,9999,1,0,0,0,0.7071011156366214
Streptococcus uberis,0.8532654792196777,Terrestrial Specialist,9999,1,0,0,0,0.8532654792196777
Dialister micraerophilus,0.9348237968927624,Terrestrial Specialist,9999,1,0,0,0,0.9348237968927624
Rudanella paleaurantiibacter,0.7151674124363523,Mostly Terrestrial,9999,1,0,0,0,0.7151674124363523
Streptococcus alactolyticus,0.7069221873451182,Mostly Terrestrial,9999,1,0,0,0,0.7069221873451182
Ileibacterium valens,0.8077394501838556,Terrestrial Specialist,9999,1,0,0,0,0.8077394501838556
Peptoniphilus obesi,0.8983279851376458,Terrestrial Specialist,9999,1,0,0,0,0.8983279851376458
Enterocloster citroniae,0.9398692810457516,Terrestrial Specialist,9999,1,0,0,0,0.9398692810457516
Streptococcus criceti,0.9472873523874722,Terrestrial Specialist,9999,1,0,0,0,0.9472873523874722
Leuconostoc citreum,0.39667644183773215,Mostly Terrestrial,9999,1,0,0,0,0.39667644183773215
Psychrobacter sanguinis,0.23485878266122945,Mostly Terrestrial,9999,1,0,0,0,0.23485878266122945
Psychrobacter pasteurii,0.20883945558319914,Mostly Terrestrial,9999,1,0,0,0,0.20883945558319914
Bifidobacterium thermophilum,0.8238626609442059,Terrestrial Specialist,9999,1,0,0,0,0.8238626609442059
Blautia obeum,0.8785425101214573,Terrestrial Specialist,9999,1,0,0,0,0.8785425101214573
Streptococcus sinensis,0.9431750447049474,Terrestrial Specialist,9999,1,0,0,0,0.9431750447049474
Bariatricus massiliensis,0.944583482302467,Terrestrial Specialist,9999,1,0,0,0,0.944583482302467
Bifidobacterium lemurum,0.8525307227660904,Terrestrial Specialist,9999,1,0,0,0,0.8525307227660904
Bifidobacterium eulemuris,0.8525307227660904,Terrestrial Specialist,9999,1,0,0,0,0.8525307227660904
Williamsia muralis,0.26386273278928646,Mostly Terrestrial,9999,1,0,0,0,0.26386273278928646
Williamsia marianensis,0.26386273278928646,Mostly Terrestrial,9999,1,0,0,0,0.26386273278928646
Sphaerotilus natans,-0.530802364018832,Mostly Aquatic,9999,0,1,0,0,-0.530802364018832
Lactococcus piscium,0.23675123855276986,Mostly Terrestrial,9999,1,0,0,0,0.23675123855276986
Gordonibacter urolithinfaciens,0.874646178730287,Terrestrial Specialist,9999,1,0,0,0,0.874646178730287
Rhizorhapis suberifaciens,0.46178913066330296,Mostly Terrestrial,9999,1,0,0,0,0.46178913066330296
Methylobacterium bullatum,0.6103957471943297,Mostly Terrestrial,9999,1,0,0,0,0.6103957471943297
Eikenella corrodens,0.8945821854912764,Terrestrial Specialist,9999,1,0,0,0,0.8945821854912764
Dermacoccus nishinomiyaensis,0.5249913822819717,Mostly Terrestrial,9999,1,0,0,0,0.5249913822819717
Treponema porcinum,0.8274797942689199,Terrestrial Specialist,9999,1,0,0,0,0.8274797942689199
Bacteroides clarus,0.839073359073359,Terrestrial Specialist,9999,1,0,0,0,0.839073359073359
Brevibacterium luteolum,0.5215248110417351,Mostly Terrestrial,9999,1,0,0,0,0.5215248110417351
Mycobacterium avium,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mycobacterium colombiense,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mycolicibacterium vulneris,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mycobacterium marseillense,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mycobacterium timonense,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mycobacterium bouchedurhonense,0.5499398315282792,Mostly Terrestrial,9999,1,0,0,0,0.5499398315282792
Mobiluncus mulieris,0.9541593204039109,Terrestrial Specialist,9999,1,0,0,0,0.9541593204039109
Listeria seeligeri,0.7835122965015587,Mostly Terrestrial,9999,1,0,0,0,0.7835122965015587
Desulfovibrio porci,0.846077457795432,Terrestrial Specialist,9999,1,0,0,0,0.846077457795432
Fictibacillus phosphorivorans,0.453904873752202,Mostly Terrestrial,9999,1,0,0,0,0.453904873752202
Fictibacillus nanhaiensis,0.453904873752202,Mostly Terrestrial,9999,1,0,0,0,0.453904873752202
Fictibacillus halophilus,0.453904873752202,Mostly Terrestrial,9999,1,0,0,0,0.453904873752202
Sutterella parvirubra,0.8927557879014189,Terrestrial Specialist,9999,1,0,0,0,0.8927557879014189
Prevotella corporis,0.9223659889094269,Terrestrial Specialist,9999,1,0,0,0,0.9223659889094269
Pseudomonas luteola,0.20107166778298724,Mostly Terrestrial,9999,1,0,0,0,0.20107166778298724
Pseudomonas zeshuii,0.20107166778298724,Mostly Terrestrial,9999,1,0,0,0,0.20107166778298724
Prevotella bryantii,0.9088976617066504,Terrestrial Specialist,9999,1,0,0,0,0.9088976617066504
Pelosinus fermentans,0.4041945560017849,Mostly Terrestrial,9999,1,0,0,0,0.4041945560017849
Olegusella massiliensis,0.8851374869474418,Terrestrial Specialist,9999,1,0,0,0,0.8851374869474418
Staphylococcus aureus,0.7562738405942582,Mostly Terrestrial,9999,1,0,0,0,0.7562738405942582
Staphylococcus simiae,0.7562738405942582,Mostly Terrestrial,9999,1,0,0,0,0.7562738405942582
Staphylococcus argenteus,0.7562738405942582,Mostly Terrestrial,9999,1,0,0,0,0.7562738405942582
Staphylococcus schweitzeri,0.7562738405942582,Mostly Terrestrial,9999,1,0,0,0,0.7562738405942582
Bordetella holmesii,0.0030986216476119152,Generalist,9999,1,0,0,0,0.0030986216476119152
Bordetella bronchiseptica,0.0030986216476119152,Generalist,9999,1,0,0,0,0.0030986216476119152
Bordetella parapertussis,0.0030986216476119152,Generalist,9999,1,0,0,0,0.0030986216476119152
Bordetella pertussis,0.0030986216476119152,Generalist,9999,1,0,0,0,0.0030986216476119152
Actinomyces naeslundii,0.8793626707132018,Terrestrial Specialist,9999,1,0,0,0,0.8793626707132018
Amedibacterium intestinale,0.6718364469510045,Mostly Terrestrial,9999,1,0,0,0,0.6718364469510045
Yoonia vestfoldensis,-0.7864061864061863,Mostly Aquatic,9999,0,1,0,0,-0.7864061864061863
Cuneatibacter caecimuris,0.9316811788345613,Terrestrial Specialist,9999,1,0,0,0,0.9316811788345613
Neisseria bacilliformis,0.8438716855182644,Terrestrial Specialist,9999,1,0,0,0,0.8438716855182644
Pseudomonas aeruginosa,0.1745579007415858,Mostly Terrestrial,9999,1,0,0,0,0.1745579007415858
Lactobacillus intestinalis,0.8571195563529603,Terrestrial Specialist,9999,1,0,0,0,0.8571195563529603
Edwardsiella tarda,0.43896866840731075,Mostly Terrestrial,9999,1,0,0,0,0.43896866840731075
Edwardsiella hoshinae,0.43896866840731075,Mostly Terrestrial,9999,1,0,0,0,0.43896866840731075
Edwardsiella ictaluri,0.43896866840731075,Mostly Terrestrial,9999,1,0,0,0,0.43896866840731075
Edwardsiella anguillarum,0.43896866840731075,Mostly Terrestrial,9999,1,0,0,0,0.43896866840731075
Serratia marcescens,0.5356314731797805,Mostly Terrestrial,9999,1,0,0,0,0.5356314731797805
Serratia ureilytica,0.5356314731797805,Mostly Terrestrial,9999,1,0,0,0,0.5356314731797805
Serratia nematodiphila,0.5356314731797805,Mostly Terrestrial,9999,1,0,0,0,0.5356314731797805
Clostridioides mangenotii,0.7069910439780778,Mostly Terrestrial,9999,1,0,0,0,0.7069910439780778
Odoribacter laneus,0.6780439776829668,Mostly Terrestrial,9999,1,0,0,0,0.6780439776829668
Vulcaniibacterium thermophilum,0.3608630952380953,Mostly Terrestrial,9999,1,0,0,0,0.3608630952380953
Paludibacter propionicigenes,0.401578749530134,Mostly Terrestrial,9999,1,0,0,0,0.401578749530134
Staphylococcus debuckii,0.6963587739148323,Mostly Terrestrial,9999,1,0,0,0,0.6963587739148323
Staphylococcus carnosus,0.6963587739148323,Mostly Terrestrial,9999,1,0,0,0,0.6963587739148323
Staphylococcus piscifermentans,0.793151642208246,Mostly Terrestrial,9999,1,0,0,0,0.793151642208246
Corynebacterium minutissimum,0.7341163908168714,Mostly Terrestrial,9999,1,0,0,0,0.7341163908168714
Corynebacterium singulare,0.7341163908168714,Mostly Terrestrial,9999,1,0,0,0,0.7341163908168714
Limosilactobacillus equigenerosi,0.884844983631812,Terrestrial Specialist,9999,1,0,0,0,0.884844983631812
Rhodocytophaga rosea,0.8053402239448753,Terrestrial Specialist,9999,1,0,0,0,0.8053402239448753
Mycobacteroides saopaulense,0.2661617824607617,Mostly Terrestrial,9999,1,0,0,0,0.2661617824607617
Mycobacteroides chelonae,0.2661617824607617,Mostly Terrestrial,9999,1,0,0,0,0.2661617824607617
Mycobacteroides salmoniphilum,0.2661617824607617,Mostly Terrestrial,9999,1,0,0,0,0.2661617824607617
Mycobacteroides immunogenum,0.2661617824607617,Mostly Terrestrial,9999,1,0,0,0,0.2661617824607617
Mycobacteroides franklinii,0.2661617824607617,Mostly Terrestrial,9999,1,0,0,0,0.2661617824607617
Sphingobium xenophagum,-0.15540609395699584,Mostly Aquatic,9999,0,1,0,0,-0.15540609395699584
Corynebacterium bovis,0.7461721674038788,Mostly Terrestrial,9999,1,0,0,0,0.7461721674038788
Asaia siamensis,0.5247804582618352,Mostly Terrestrial,9999,1,0,0,0,0.5247804582618352
Asaia bogorensis,0.5247804582618352,Mostly Terrestrial,9999,1,0,0,0,0.5247804582618352
Nocardioides allogilvus,0.7159967519285425,Mostly Terrestrial,9999,1,0,0,0,0.7159967519285425
Corynebacterium godavarianum,0.6435783879539415,Mostly Terrestrial,9999,1,0,0,0,0.6435783879539415
Corynebacterium gottingense,0.6435783879539415,Mostly Terrestrial,9999,1,0,0,0,0.6435783879539415
Neisseria mucosa,0.863720757519495,Terrestrial Specialist,9999,1,0,0,0,0.863720757519495
Morococcus cerebrosus,0.863720757519495,Terrestrial Specialist,9999,1,0,0,0,0.863720757519495
Christensenella timonensis,0.8485780169100693,Terrestrial Specialist,9999,1,0,0,0,0.8485780169100693
Novibacillus thermophilus,0.791799494338793,Mostly Terrestrial,9999,1,0,0,0,0.791799494338793
Priestia koreensis,0.5355074018450976,Mostly Terrestrial,9999,1,0,0,0,0.5355074018450976
Rothia koreensis,0.6977813852813852,Mostly Terrestrial,9999,1,0,0,0,0.6977813852813852
Fluviibacter phosphoraccumulans,-0.7424334402913885,Mostly Aquatic,9999,0,1,0,0,-0.7424334402913885
Kandleria vitulina,0.8432881773399016,Terrestrial Specialist,9999,1,0,0,0,0.8432881773399016
Diaphorobacter nitroreducens,0.14206896551724138,Mostly Terrestrial,9999,1,0,0,0,0.14206896551724138
Brevundimonas nasdae,0.3856132075471699,Mostly Terrestrial,9999,1,0,0,0,0.3856132075471699
Brevundimonas vesicularis,0.3856132075471699,Mostly Terrestrial,9999,1,0,0,0,0.3856132075471699
Brevundimonas intermedia,0.3856132075471699,Mostly Terrestrial,9999,1,0,0,0,0.3856132075471699
Chryseolinea serpens,0.8970789834440579,Terrestrial Specialist,9999,1,0,0,0,0.8970789834440579
Leptotrichia trevisanii,0.9308452250274424,Terrestrial Specialist,9999,1,0,0,0,0.9308452250274424
Catenulispora rubra,0.9125630089181852,Terrestrial Specialist,9999,1,0,0,0,0.9125630089181852
Catenulispora acidiphila,0.9125630089181852,Terrestrial Specialist,9999,1,0,0,0,0.9125630089181852
Ralstonia pseudosolanacearum,0.45877333333333326,Mostly Terrestrial,9999,1,0,0,0,0.45877333333333326
Burkholderia sola,0.45877333333333326,Mostly Terrestrial,9999,1,0,0,0,0.45877333333333326
Ralstonia solanacearum,0.45877333333333326,Mostly Terrestrial,9999,1,0,0,0,0.45877333333333326
Corynebacterium pseudodiphtheriticum,0.8200037814331632,Terrestrial Specialist,9999,1,0,0,0,0.8200037814331632
Acetoanaerobium sticklandii,-0.5723620782003214,Mostly Aquatic,9999,0,1,0,0,-0.5723620782003214
Acetoanaerobium noterae,-0.5723620782003214,Mostly Aquatic,9999,0,1,0,0,-0.5723620782003214
Bacteroides stercorirosoris,0.928845832637381,Terrestrial Specialist,9999,1,0,0,0,0.928845832637381
Prevotella multiformis,0.9046507102549133,Terrestrial Specialist,9999,1,0,0,0,0.9046507102549133
Rothia kristinae,0.5256985167299069,Mostly Terrestrial,9999,1,0,0,0,0.5256985167299069
Pseudoxanthomonas mexicana,0.09932520421451403,Generalist,9999,1,0,0,0,0.09932520421451403
Pseudoxanthomonas japonensis,0.09932520421451403,Generalist,9999,1,0,0,0,0.09932520421451403
Bifidobacterium mongoliense,0.7074954296160877,Mostly Terrestrial,9999,1,0,0,0,0.7074954296160877
Pandoraea bronchicola,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea eparura,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea terrigena,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea anhela,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea nosoerga,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea communis,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea horticolens,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea pneumonica,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea captiosa,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea vervacti,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea faecigallinarum,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea apista,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea pnomenusa,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea pulmonicola,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea fibrosis,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea soli,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Pandoraea morbifera,0.5258855585831064,Mostly Terrestrial,9999,1,0,0,0,0.5258855585831064
Slackia piriformis,0.7268871925360476,Mostly Terrestrial,9999,1,0,0,0,0.7268871925360476
Anaeromassilibacillus senegalensis,0.9177510040160641,Terrestrial Specialist,9999,1,0,0,0,0.9177510040160641
Anaerofustis stercorihominis,0.8784729162502499,Terrestrial Specialist,9999,1,0,0,0,0.8784729162502499
Bifidobacterium ramosum,0.9447887323943662,Terrestrial Specialist,9999,1,0,0,0,0.9447887323943662
Bacillus xiamenensis,0.538881309686221,Mostly Terrestrial,9999,1,0,0,0,0.538881309686221
Bacillus pumilus,0.538881309686221,Mostly Terrestrial,9999,1,0,0,0,0.538881309686221
Bacillus australimaris,0.538881309686221,Mostly Terrestrial,9999,1,0,0,0,0.538881309686221
Bacillus altitudinis,0.538881309686221,Mostly Terrestrial,9999,1,0,0,0,0.538881309686221
Bacillus zhangzhouensis,0.538881309686221,Mostly Terrestrial,9999,1,0,0,0,0.538881309686221
Aquidulcibacter paucihalophilus,-0.8236453979020428,Aquatic Specialist,9999,0,1,0,0,-0.8236453979020428
Peptostreptococcus russellii,0.32163537462712766,Mostly Terrestrial,9999,1,0,0,0,0.32163537462712766
Xanthomonas albilineans,0.5234567901234568,Mostly Terrestrial,9999,1,0,0,0,0.5234567901234568
Xanthomonas translucens,0.5234567901234568,Mostly Terrestrial,9999,1,0,0,0,0.5234567901234568
Xanthomonas hyacinthi,0.5234567901234568,Mostly Terrestrial,9999,1,0,0,0,0.5234567901234568
Xanthomonas sacchari,0.5234567901234568,Mostly Terrestrial,9999,1,0,0,0,0.5234567901234568
Pediococcus acidilactici,0.6543958423559982,Mostly Terrestrial,9999,1,0,0,0,0.6543958423559982
Anaerococcus hydrogenalis,0.9509788317682636,Terrestrial Specialist,9999,1,0,0,0,0.9509788317682636
Longibaculum muris,0.8602723505032563,Terrestrial Specialist,9999,1,0,0,0,0.8602723505032563
Clostridium algidicarnis,0.345257185148637,Mostly Terrestrial,9999,1,0,0,0,0.345257185148637
Clostridium putrefaciens,0.345257185148637,Mostly Terrestrial,9999,1,0,0,0,0.345257185148637
Bulleidia extructa,0.8895138609883487,Terrestrial Specialist,9999,1,0,0,0,0.8895138609883487
Emergencia timonensis,0.8070686070686071,Terrestrial Specialist,9999,1,0,0,0,0.8070686070686071
Ruminococcus champanellensis,0.8413804546208727,Terrestrial Specialist,9999,1,0,0,0,0.8413804546208727
Cobetia pacifica,-0.6642592592592593,Mostly Aquatic,9999,0,1,0,0,-0.6642592592592593
Cobetia amphilecti,-0.6642592592592593,Mostly Aquatic,9999,0,1,0,0,-0.6642592592592593
Cobetia marina,-0.6642592592592593,Mostly Aquatic,9999,0,1,0,0,-0.6642592592592593
Cobetia litoralis,-0.6642592592592593,Mostly Aquatic,9999,0,1,0,0,-0.6642592592592593
Parascardovia denticolens,0.8615631446252577,Terrestrial Specialist,9999,1,0,0,0,0.8615631446252577
Eggerthia catenaformis,0.9196074731081335,Terrestrial Specialist,9999,1,0,0,0,0.9196074731081335
Ureibacillus thermosphaericus,0.6938249467667825,Mostly Terrestrial,9999,1,0,0,0,0.6938249467667825
Erwinia rhapontici,0.6196504747488647,Mostly Terrestrial,9999,1,0,0,0,0.6196504747488647
Stigmatella erecta,0.7619408642911296,Mostly Terrestrial,9999,1,0,0,0,0.7619408642911296
Stigmatella aurantiaca,0.7619408642911296,Mostly Terrestrial,9999,1,0,0,0,0.7619408642911296
Stigmatella hybrida,0.7619408642911296,Mostly Terrestrial,9999,1,0,0,0,0.7619408642911296
Porphyromonas catoniae,0.929083226162043,Terrestrial Specialist,9999,1,0,0,0,0.929083226162043
Jeotgalibaca porci,0.33432259979225404,Mostly Terrestrial,9999,1,0,0,0,0.33432259979225404
Alterileibacterium massiliense,0.8265386431607116,Terrestrial Specialist,9999,1,0,0,0,0.8265386431607116
Parabacteroides chartae,-0.33828346800611486,Mostly Aquatic,9999,0,1,0,0,-0.33828346800611486
Macellibacteroides fermentans,-0.33828346800611486,Mostly Aquatic,9999,0,1,0,0,-0.33828346800611486
Enterococcus casseliflavus,0.7473069198466313,Mostly Terrestrial,9999,1,0,0,0,0.7473069198466313
Enterococcus gallinarum,0.5342785006797436,Mostly Terrestrial,9999,1,0,0,0,0.5342785006797436
Enterococcus saccharolyticus,0.5342785006797436,Mostly Terrestrial,9999,1,0,0,0,0.5342785006797436
Propionibacterium acidifaciens,0.8093393587260599,Terrestrial Specialist,9999,1,0,0,0,0.8093393587260599
Corynebacterium argentoratense,0.7732434350603264,Mostly Terrestrial,9999,1,0,0,0,0.7732434350603264
Bifidobacterium boum,0.9171683999270205,Terrestrial Specialist,9999,1,0,0,0,0.9171683999270205
Priestia aryabhattai,0.7591792656587472,Mostly Terrestrial,9999,1,0,0,0,0.7591792656587472
Clostridium ljungdahlii,0.6889554677924554,Mostly Terrestrial,9999,1,0,0,0,0.6889554677924554
Clostridium autoethanogenum,0.6889554677924554,Mostly Terrestrial,9999,1,0,0,0,0.6889554677924554
Corynebacterium amycolatum,0.7629218979292351,Mostly Terrestrial,9999,1,0,0,0,0.7629218979292351
Bifidobacterium aesculapii,0.9246624022743424,Terrestrial Specialist,9999,1,0,0,0,0.9246624022743424
Selenomonas bovis,0.5364326628480086,Mostly Terrestrial,9999,1,0,0,0,0.5364326628480086
Marivivens donghaensis,-0.8138028402956566,Aquatic Specialist,9999,0,1,0,0,-0.8138028402956566
Clostridium frigoris,0.3693540139764786,Mostly Terrestrial,9999,1,0,0,0,0.3693540139764786
Clostridium estertheticum,0.3693540139764786,Mostly Terrestrial,9999,1,0,0,0,0.3693540139764786
Sporosarcina globispora,0.7223500265439745,Mostly Terrestrial,9999,1,0,0,0,0.7223500265439745
Sporosarcina psychrophila,0.7223500265439745,Mostly Terrestrial,9999,1,0,0,0,0.7223500265439745
Janibacter limosus,0.5592529711375213,Mostly Terrestrial,9999,1,0,0,0,0.5592529711375213
Actinomyces dentalis,0.859507313317937,Terrestrial Specialist,9999,1,0,0,0,0.859507313317937
Corynebacterium confusum,0.8038856304985337,Terrestrial Specialist,9999,1,0,0,0,0.8038856304985337
Nosocomiicoccus ampullae,0.7180361404705081,Mostly Terrestrial,9999,1,0,0,0,0.7180361404705081
Corynebacterium pyruviciproducens,0.8683848797250859,Terrestrial Specialist,9999,1,0,0,0,0.8683848797250859
Gemella asaccharolytica,0.9186576691592195,Terrestrial Specialist,9999,1,0,0,0,0.9186576691592195
Duganella phyllosphaerae,0.4937113196246756,Mostly Terrestrial,9999,1,0,0,0,0.4937113196246756
Microterricola gilva,0.5218344965104685,Mostly Terrestrial,9999,1,0,0,0,0.5218344965104685
Microterricola viridarii,0.5218344965104685,Mostly Terrestrial,9999,1,0,0,0,0.5218344965104685
Microterricola pindariensis,0.5218344965104685,Mostly Terrestrial,9999,1,0,0,0,0.5218344965104685
Bacillus mojavensis,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus amyloliquefaciens,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus nakamurai,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus vallismortis,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus siamensis,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus spizizenii,0.4831908831908832,Mostly Terrestrial,9999,1,0,0,0,0.4831908831908832
Bacillus methanolicus,0.5768458357944478,Mostly Terrestrial,9999,1,0,0,0,0.5768458357944478
Croceibacterium mercuriale,0.5319909448349814,Mostly Terrestrial,9999,1,0,0,0,0.5319909448349814
Croceibacterium ferulae,0.5319909448349814,Mostly Terrestrial,9999,1,0,0,0,0.5319909448349814
Rhodobacter capsulatus,-0.6114649681528663,Mostly Aquatic,9999,0,1,0,0,-0.6114649681528663
Rhodobacter viridis,-0.6114649681528663,Mostly Aquatic,9999,0,1,0,0,-0.6114649681528663
Helicobacter pylori,0.7242569511025888,Mostly Terrestrial,9999,1,0,0,0,0.7242569511025888
Lacipirellula limnantheis,0.3926765122395307,Mostly Terrestrial,9999,1,0,0,0,0.3926765122395307
Christensenella intestinihominis,0.8910411622276028,Terrestrial Specialist,9999,1,0,0,0,0.8910411622276028
Christensenella minuta,0.8910411622276028,Terrestrial Specialist,9999,1,0,0,0,0.8910411622276028
Faecalicoccus pleomorphus,0.7569841804106362,Mostly Terrestrial,9999,1,0,0,0,0.7569841804106362
Moraxella lincolnii,0.30544066178810053,Mostly Terrestrial,9999,1,0,0,0,0.30544066178810053
Saccharomonospora viridis,0.7625294315506221,Mostly Terrestrial,9999,1,0,0,0,0.7625294315506221
Allocatelliglobosispora scoriae,0.8973825947273929,Terrestrial Specialist,9999,1,0,0,0,0.8973825947273929
Sphingosinicella microcystinivorans,0.014894919404203231,Generalist,9999,1,0,0,0,0.014894919404203231
Sphingosinicella soli,0.014894919404203231,Generalist,9999,1,0,0,0,0.014894919404203231
Sphingosinicella xenopeptidilytica,0.014894919404203231,Generalist,9999,1,0,0,0,0.014894919404203231
Inquilinus limosus,0.8189603664608643,Terrestrial Specialist,9999,1,0,0,0,0.8189603664608643
Adlercreutzia mucosicola,0.9578127535291255,Terrestrial Specialist,9999,1,0,0,0,0.9578127535291255
Tatumella morbirosei,0.41115637731118776,Mostly Terrestrial,9999,1,0,0,0,0.41115637731118776
Parabacteroides gordonii,0.8051152737752163,Terrestrial Specialist,9999,1,0,0,0,0.8051152737752163
Prevotella baroniae,0.9376265694613204,Terrestrial Specialist,9999,1,0,0,0,0.9376265694613204
Weissella bombi,0.6032388663967612,Mostly Terrestrial,9999,1,0,0,0,0.6032388663967612
Weissella hellenica,0.6032388663967612,Mostly Terrestrial,9999,1,0,0,0,0.6032388663967612
Faecalibacterium prausnitzii,0.9152,Terrestrial Specialist,9999,1,0,0,0,0.9152
Exiguobacterium antarcticum,-0.11764072758583576,Mostly Aquatic,9999,0,1,0,0,-0.11764072758583576
Exiguobacterium undae,-0.11764072758583576,Mostly Aquatic,9999,0,1,0,0,-0.11764072758583576
Prevotella maculosa,0.9444759206798867,Terrestrial Specialist,9999,1,0,0,0,0.9444759206798867
